STT;TenNgoaite;Ngoaite;TyGiaNgoaiTe-VND;Thang;Nam
140;SURINAME DOLLAR;SRD;831;3;2022
141;DOBRA;STD;1;3;2022
142;EL SALVADOR COLON;SVC;2661;3;2022
143;SYRIAN POUND;SYP;9;3;2022
144;LILANGENI;SZL;1293;3;2022
145;TAJIK RUBLE;TJR;10;3;2022
146;MANAT;TMM;2;3;2022
147;TUNISIAN DINAR;END;7187;3;2022
148;PAANGA;TOP;9351;3;2022
149;TRINIDAD &TOBACO DOLLAR;TTD;3445;3;2022
150;NEW TAIWAN DOLLAR;TWD;751;3;2022
151;TANZANIAN SHILLING;TZS;10;3;2022
152;BAHT;THB;633;3;2022
153;NEW TURKISH LIRA;TRY;1275;3;2022
154;HRYVNIA;UAH;631;3;2022
155;UGANDA SHILING;UGX;6;3;2022
156;RUP XO VIET;USR;416;3;2022
157;PESO URUGUAYO;UYU;563;3;2022
158;UZBEKISTAN SUM;UZS;2;3;2022
159;BOLIVAR;VEF;0;3;2022
160;VATU;VUV;193;3;2022
161;TALA;WST;8113;3;2022
162;CEA FRANC BEAC;XAF;35;3;2022
163;EAST CARIBEAN DOLLAR;XCD;8624;3;2022
164;CFA FRANC BEAC;XAF;35;3;2022
165;CFP FRANC;XPF;192;3;2022
166;YEMENI RIAL;YER;93;3;2022
167;RAND;ZAR;1296;3;2022
168;KWACHA;ZMK;23;3;2022
;ĐÔLA Mỹ ;USD;23285;3;2022
1;UAE DIRHAM;AED;6428;2;2022
2;AFGHAN AFGHANI;AFN;263;2;2022
3;LEK;ALL;221;2;2022
4;ARMENIAN DRAM;AMD;60;2;2022
5;NETHANTILLIAN GUILDER;ANG;13261;2;2022
6;ANGOLAN KWANZA;AOA;47;2;2022
7;KWANZA REAJUSTADO;AOR;47;2;2022
8;ARGENTINE PESO;ARS;127;2;2022
9;AUSTRALIAN DOLLAR;AUD;16304;2;2022
10;ARUBAN GUILDER;AWG;13261;2;2022
11;AZERBAIJANIAN MANAT;AZN;13885;2;2022
12;CONVERTIBLE MARKS;BAM;13114;2;2022
13;BARBADOS DOLLAR;BBD;11803;2;2022
14;TAKA;BDT;223;2;2022
15;LEV;BGN;13114;2;2022
16;BAHARAINI DINAR;BHD;62118;2;2022
17;BURUNDI FRANC;BIF;12;2;2022
18;BERMUDIAN DOLLAR;BMD;23605;2;2022
19;BRUNEI DOLLAR;BND;18019;2;2022
20;BOLIVIANO;BOB;3446;2;2022
21;MVDOL;BOV;3446;2;2022
22;BRAZILIAN REAL;BRL;4511;2;2022
23;BAHAMIAN DOLLAR;BSD;23605;2;2022
24;NGULTRUM;BTN;290;2;2022
25;PULA;BWP;1834;2;2022
26;BELARUSIAN RUBLE;BYB;1;2;2022
27;BELIZE DOLLAR;BZD;11862;2;2022
28;CANADIAN DOLLAR;CAD;17537;2;2022
29;FRANC CONGOLAIS;CDF;12;2;2022
30;UNIDADES DE FOMENTO;CLF;29;2;2022
31;CHILEAN PESO;CLP;29;2;2022
32;YAN RENMINBI;CNY;3461;2;2022
33;COLOMBIAN PESO;COP;5;2;2022
34;COSTA RICAN COLON;CRC;43;2;2022
35;CZECH KORUNA;CZK;1075;2;2022
36;CUBAN PESO;CUP;984;2;2022
37;CAPE VERDE ESCUDO;CVE;232;2;2022
38;CZECH KORUNA;CZK;1075;2;2022
39;SWISS FRANC;CHF;25577;2;2022
40;EAST GERMAN MARK;DDM;10633;2;2022
41;DEUTSCH MARK;DEM;10633;2;2022
42;DJIBOUTI FRANC;DJF;133;2;2022
43;DANISH KRONE;DKK;3407;2;2022
44;DOMINICAN PESO;DOP;418;2;2022
45;ALGERIAN DINAR;DZD;175;2;2022
46;SUCRE;ECS;1;2;2022
47;UNIDAD DE VALOR CONSTANTE (UVC);ECV;1;2;2022
48;EGYPTIAN POUND;EGP;785;2;2022
49;NAKFA;ERN;1574;2;2022
50;ETHIOPIAN BIRR;ETB;442;2;2022
51;EURO;EUR;25333;2;2022
52;FIJI DOLLAR;FJD;10779;2;2022
53;FALKLAND ISLANDS POUND;FKP;19036;2;2022
54;FRENCH FRANC;FRF;3177;2;2022
55;POUND STERLING;GBP;28744;2;2022
56;LARI;GEL;9044;2;2022
57;CEDI;GHC;3;2;2022
58;DALASI;GMD;384;2;2022
59;GUINEA FRANC;GNF;3;2;2022
60;QUETZAL;GTQ;3011;2;2022
61;GUINEA BISSAU PESO;GWP;0;2;2022
62;GUYANA DOLLAR;GYD;112;2;2022
63;GIBRALTAR POUND;GIP;19036;2;2022
64;HONGKONG DOLLAR;HKD;3021;2;2022
65;LEMPIRA;HNL;963;2;2022
66;KUNA;HRK;3353;2;2022
67;GOURDE;HTG;159;2;2022
68;FORINT;HUF;66;2;2022
69;RUPIAH;IDR;2;2;2022
70;NEW ISRAELI SHEKEL;ILS;6822;2;2022
71;INDIAN RUPEE;INR;288;2;2022
72;IRAQI DINAR;IQD;16;2;2022
73;IRANIAN RIAL;IRR;1;2;2022
74;ICELAND KRONA;ISK;168;2;2022
75;JAMACAN DOLLAR;JMD;154;2;2022
76;JORDANIAN DINAR;JOD;33246;2;2022
77;YEN;JPY;180;2;2022
78;KENYAN SHILING;KES;190;2;2022
79;SOM;KGS;274;2;2022
80;COMORO FRANC;KMF;52;2;2022
81;NORTH KOREAN WON;KPW;182;2;2022
82;WON;KRW;19;2;2022
83;KUWAITI DINAR;KWD;76145;2;2022
84;CAYMAN ISLANDS DOLLAR;KYD;28440;2;2022
85;TENGE;KZT;51;2;2022
86;RIEL;KHR;6;2;2022
87;KIP;LAK;1;2;2022
88;LIBIAN POUND;LBP;16;2;2022
89;SRILANCA RUPEE;LKR;65;2;2022
90;LIBERIAN DOLLAR;LRD;152;2;2022
91;LOTI;LSL;1358;2;2022
92;LITHUANIAN LITAS;LTL;8282;2;2022
93;LUXEMBOURG FRANC;LUF;517;2;2022
94;LEBANESE DINAR;LYD;4969;2;2022
95;MOROCCAN DIRHAM;MAD;2319;2;2022
96;MOLDOVAN LEU;MDL;1264;2;2022
97;MALAGASY ARIARY;MGA;6;2;2022
98;DENAR;MKD;418;2;2022
99;KYAT;MMK;11;2;2022
100;TUGRIK;MNT;7;2;2022
101;PATACA;MOP;2933;2;2022
102;OUGUIYA;MRO;66;2;2022
103;MAURITUS RUPEE;MUR;533;2;2022
104;RUFIYAA;MVR;1531;2;2022
105;KWACHA;ZMK;23;2;2022
106;MAXICAN PESO;MXN;1258;2;2022
107;MEXUNIDAD DE INVERSIOR;MXV;1258;2;2022
108;MALAYSIAN RINGGIT;MYR;5411;2;2022
109;MOZAMBICAN METICAL;MZN;373;2;2022
110;NAMIBIA DOLLAR;NAD;1362;2;2022
111;CORDOBA ORO;NIO;654;2;2022
112;NORWEGIAN KRONE;NOK;2380;2;2022
113;NEPALESE RUPEE;NPR;181;2;2022
114;NEWZELAND DOLLAR;NZD;15069;2;2022
115;NAIRA;NGN;51;2;2022
116;RIAL OMANI;OMR;60526;2;2022
117;BALBOA;PAB;23605;2;2022
118;NUEVO SOL;PEN;6147;2;2022
119;KINA;PGK;6503;2;2022
120;PAKISTAN RUPEE;PKR;90;2;2022
121;ZLOTY;PLN;5403;2;2022
122;GUARANI;PYG;3;2;2022
123;PHILIPINE PESO;PHP;433;2;2022
124;QATARI RIAL;QAR;6467;2;2022
125;RÚP CHUYỂN NHƯỢNG;RCN;23605;2;2022
126;LEU;RON;5211;2;2022
127;RUSSIAN RUBLE (NEW);RUB;339;2;2022
128;RWANDA FRANC;RWF;22;2;2022
129;SAUDI RYAL;SAR;6295;2;2022
130;SOLOMON ISLANDS DOLLAR;SBD;2692;2;2022
131;SEYCHELLESS RUPEE;SCR;1709;2;2022
132;SUDANESE DINAR;SDD;118;2;2022
133;SDR;SDR;0;2;2022
134;SWEDISH KRONA;SEK;2267;2;2022
135;SINGAPORE DOLLAR;SGD;17748;2;2022
136;ST HELENA POUND;SHP;19036;2;2022
137;SLOVAKKORUNA;SKK;1095;2;2022
138;LEONE;SLL;1;2;2022
139;SOMA SHILING;SOS;42;2;2022
140;SURINAME DOLLAR;SRD;731;2;2022
141;DOBRA;STD;1;2;2022
142;EL SALVADOR COLON;SVC;2698;2;2022
143;SYRIAN POUND;SYP;9;2;2022
144;LILANGENI;SZL;1358;2;2022
145;TAJIK RUBLE;TJR;10;2;2022
146;MANAT;TMM;2;2;2022
147;TUNISIAN DINAR;TND;7714;2;2022
148;PAANGA;TOP;9795;2;2022
149;TRINIDAD &TOBACO DOLLAR;TTD;3492;2;2022
150;NEW TAIWAN DOLLAR;TWD;774;2;2022
151;TANZANIAN SHILLING;TZS;10;2;2022
152;BAHT;THB;704;2;2022
153;NEW TURKISH LIRA;TRY;1261;2;2022
154;HRYVNIA;UAH;646;2;2022
155;UGANDA SHILING;UGX;6;2;2022
156;RUP XO VIET;USR;336;2;2022
157;PESO URUGUAYO;UYU;611;2;2022
158;UZBEKISTAN SUM;UZS;2;2;2022
159;BOLIVAR;VEF;0;2;2022
160;VATU;VUV;206;2;2022
161;TALA;WST;8678;2;2022
162;CFA FRANC BEAC;XAF;39;2;2022
163;EAST CARIBEAN DOLLAR;XCD;8743;2;2022
164;CFA FRANC BEAC;XAF;39;2;2022
165;CFP FRANC;XPF;215;2;2022
166;YEMENI RIAL;YER;94;2;2022
167;RAND;ZAR;1362;2;2022
168;KWACHA;ZMK;23;2;2022
;ĐÔLA Mỹ ;USD;23605;2;2022
1;UAE DIRHAM;AED;6441;1;2022
2;AFGHAN AFGHANI;AFN;265;1;2022
3;LEK;ALL;222;1;2022
4;ARMENIAN DRAM;AMD;60;1;2022
5;NETHANTILLIAN GUILDER;ANG;13285;1;2022
6;ANGOLAN KWANZA;AOA;47;1;2022
7;KWANZA REAJUSTADO;AOR;47;1;2022
8;ARGENTINE PESO;ARS;134;1;2022
9;AUSTRALIAN DOLLAR;AUD;15919;1;2022
10;ARUBAN GUILDER;AWG;13285;1;2022
11;AZERBAIJANIAN MANAT;AZN;13910;1;2022
12;CONVERTIBLE MARKS;BAM;12922;1;2022
13;BARBADOS DOLLAR;BBD;11824;1;2022
14;TAKA;BDT;230;1;2022
15;LEV;BGN;12922;1;2022
16;BAHARAINI DINAR;BHD;62229;1;2022
17;BURUNDI FRANC;BIF;12;1;2022
18;BERMUDIAN DOLLAR;BMD;23647;1;2022
19;BRUNEI DOLLAR;BND;17647;1;2022
20;BOLIVIANO;BOB;3447;1;2022
21;MVDOL;BOV;3447;1;2022
22;BRAZILIAN REAL;BRL;4502;1;2022
23;BAHAMIAN DOLLAR;BSD;23647;1;2022
24;NGULTRUM;BTN;286;1;2022
25;PULA;BWP;1847;1;2022
26;BELARUSIAN RUBLE;BYB;1;1;2022
27;BELIZE DOLLAR;BZD;11883;1;2022
28;CANADIAN DOLLAR;CAD;17411;1;2022
29;FRANC CONGOLAIS;CDF;12;1;2022
30;UNIDADES DE FOMENTO;CLF;28;1;2022
31;CHILEAN PESO;CLP;28;1;2022
32;YAN RENMINBI;CNY;3373;1;2022
33;COLOMBIAN PESO;COP;5;1;2022
34;COSTA RICAN COLON;CRC;40;1;2022
35;CZECH KORUNA;CZK;1042;1;2022
36;CUBAN PESO;CUP;985;1;2022
37;CAPE VERDE ESCUDO;CVE;229;1;2022
38;CZECH KORUNA;CZK;1042;1;2022
39;SWISS FRANC;CHF;25238;1;2022
40;EAST GERMAN MARK;DDM;10652;1;2022
41;DEUTSCH MARK;DEM;10652;1;2022
42;DJIBOUTI FRANC;DJF;133;1;2022
43;DANISH KRONE;DKK;3345;1;2022
44;DOMINICAN PESO;DOP;422;1;2022
45;ALGERIAN DINAR;DZD;173;1;2022
46;SUCRE;ECS;1;1;2022
47;UNIDAD DE VALOR CONSTANTE (UVC);ECV;1;1;2022
48;EGYPTIAN POUND;EGP;956;1;2022
49;NAKFA;ERN;1576;1;2022
50;ETHIOPIAN BIRR;ETB;443;1;2022
51;EURO;EUR;24872;1;2022
52;FIJI DOLLAR;FJD;10604;1;2022
53;FALKLAND ISLANDS POUND;FKP;19706;1;2022
54;FRENCH FRANC;FRF;3183;1;2022
55;POUND STERLING;GBP;28718;1;2022
56;LARI;GEL;8857;1;2022
57;CEDI;GHC;3;1;2022
58;DALASI;GMD;386;1;2022
59;GUINEA FRANC;GNF;3;1;2022
60;QUETZAL;GTQ;3016;1;2022
61;GUINEA BISSAU PESO;GWP;0;1;2022
62;GUYANA DOLLAR;GYD;114;1;2022
63;GIBRALTAR POUND;GIP;19706;1;2022
64;HONGKONG DOLLAR;HKD;3036;1;2022
65;LEMPIRA;HNL;963;1;2022
66;KUNA;HRK;3345;1;2022
67;GOURDE;HTG;163;1;2022
68;FORINT;HUF;63;1;2022
69;RUPIAH;IDR;2;1;2022
70;NEW ISRAELI SHEKEL;ILS;6737;1;2022
71;INDIAN RUPEE;INR;287;1;2022
72;IRAQI DINAR;IQD;16;1;2022
73;IRANIAN RIAL;IRR;1;1;2022
74;ICELAND KRONA;ISK;166;1;2022
75;JAMACAN DOLLAR;JMD;157;1;2022
76;JORDANIAN DINAR;JOD;33306;1;2022
77;YEN;JPY;174;1;2022
78;KENYAN SHILING;KES;192;1;2022
79;SOM;KGS;276;1;2022
80;COMORO FRANC;KMF;51;1;2022
81;NORTH KOREAN WON;KPW;182;1;2022
82;WON;KRW;18;1;2022
83;KUWAITI DINAR;KWD;76281;1;2022
84;CAYMAN ISLANDS DOLLAR;KYD;28490;1;2022
85;TENGE;KZT;51;1;2022
86;RIEL;KHR;6;1;2022
87;KIP;LAK;1;1;2022
88;LIBIAN POUND;LBP;16;1;2022
89;SRILANCA RUPEE;LKR;65;1;2022
90;LIBERIAN DOLLAR;LRD;154;1;2022
91;LOTI;LSL;1395;1;2022
92;LITHUANIAN LITAS;LTL;8297;1;2022
93;LUXEMBOURG FRANC;LUF;518;1;2022
94;LEBANESE DINAR;LYD;4906;1;2022
95;MOROCCAN DIRHAM;MAD;2261;1;2022
96;MOLDOVAN LEU;MDL;1242;1;2022
97;MALAGASY ARIARY;MGA;5;1;2022
98;DENAR;MKD;410;1;2022
99;KYAT;MMK;11;1;2022
100;TUGRIK;MNT;7;1;2022
101;PATACA;MOP;2947;1;2022
102;OUGUIYA;MRO;66;1;2022
103;MAURITUS RUPEE;MUR;539;1;2022
104;RUFIYAA;MVR;1534;1;2022
105;KWACHA;ZMK;23;1;2022
106;MAXICAN PESO;MXN;1214;1;2022
107;MEXUNIDAD DE INVERSIOR;MXV;1214;1;2022
108;MALAYSIAN RINGGIT;MYR;5338;1;2022
109;MOZAMBICAN METICAL;MZN;374;1;2022
110;NAMIBIA DOLLAR;NAD;1393;1;2022
111;CORDOBA ORO;NIO;656;1;2022
112;NORWEGIAN KRONE;NOK;2385;1;2022
113;NEPALESE RUPEE;NPR;179;1;2022
114;NEWZELAND DOLLAR;NZD;14940;1;2022
115;NAIRA;NGN;53;1;2022
116;RIAL OMANI;OMR;60633;1;2022
117;BALBOA;PAB;23647;1;2022
118;NUEVO SOL;PEN;6239;1;2022
119;KINA;PGK;6532;1;2022
120;PAKISTAN RUPEE;PKR;104;1;2022
121;ZLOTY;PLN;5314;1;2022
122;GUARANI;PYG;3;1;2022
123;PHILIPINE PESO;PHP;425;1;2022
124;QATARI RIAL;QAR;6496;1;2022
125;RÚP CHUYỂN NHƯỢNG;RCN;23647;1;2022
126;LEU;RON;5096;1;2022
127;RUSSIAN RUBLE (NEW);RUB;368;1;2022
128;RWANDA FRANC;RWF;22;1;2022
129;SAUDI RYAL;SAR;6289;1;2022
130;SOLOMON ISLANDS DOLLAR;SBD;2696;1;2022
131;SEYCHELLESS RUPEE;SCR;1705;1;2022
132;SUDANESE DINAR;SDD;118;1;2022
133;SDR;SDR;0;1;2022
134;SWEDISH KRONA;SEK;2272;1;2022
135;SINGAPORE DOLLAR;SGD;17423;1;2022
136;ST HELENA POUND;SHP;19543;1;2022
137;SLOVAKKORUNA;SKK;1097;1;2022
138;LEONE;SLL;1;1;2022
139;SOMA SHILING;SOS;42;1;2022
140;SURINAME DOLLAR;SRD;746;1;2022
141;DOBRA;STD;1;1;2022
142;EL SALVADOR COLON;SVC;2703;1;2022
143;SYRIAN POUND;SYP;9;1;2022
144;LILANGENI;SZL;1394;1;2022
145;TAJIK RUBLE;TJR;10;1;2022
146;MANAT;TMM;2;1;2022
147;TUNISIAN DINAR;TND;7628;1;2022
148;PAANGA;TOP;9691;1;2022
149;TRINIDAD &TOBACO DOLLAR;TTD;3493;1;2022
150;NEW TAIWAN DOLLAR;TWD;771;1;2022
151;TANZANIAN SHILLING;TZS;10;1;2022
152;BAHT;THB;676;1;2022
153;NEW TURKISH LIRA;TRY;1269;1;2022
154;HRYVNIA;UAH;640;1;2022
155;UGANDA SHILING;UGX;6;1;2022
156;RUP XO VIET;USR;320;1;2022
157;PESO URUGUAYO;UYU;592;1;2022
158;UZBEKISTAN SUM;UZS;2;1;2022
159;BOLIVAR;VEF;0;1;2022
160;VATU;VUV;197;1;2022
161;TALA;WST;8537;1;2022
162;CFA FRANC BEAC;XAF;38;1;2022
163;EAST CARIBEAN DOLLAR;XCD;8758;1;2022
164;CFA FRANC BEAC;XAF;38;1;2022
165;CFP FRANC;XPF;212;1;2022
166;YEMENI RIAL;YER;95;1;2022
167;RAND;ZAR;1393;1;2022
168;KWACHA;ZMK;23;1;2022
;ĐÔLA Mỹ ;USD;23647;1;2022
